"(捌玖64|捌玖六四|八九64|89六四|八九陆肆|89陆肆|捌9陆4|8玖6肆|捌玖64|捌玖陆4|捌玖陆四|8玖陆肆|八玖陆肆|捌9陆肆|捌九陆肆|捌玖6肆|捌玖陆4|捌玖陆肆|8玖陆4|8玖六4|八玖六4|八玖64|八玖陆4|捌玖六4|捌九6肆|捌九6四|捌96四|捌9六四|8九64|8九陆4|89六肆|捌玖6四|捌9陆四|8玖陆四|捌9六肆|捌九64|捌九陆四|八玖六肆|八玖6肆|八9陆4)",20,2
"(8⑨六4|89⑥4|896④|⑧964|bajiuliusi)",20,2
"5月35日",20,1
"(捌乘捌得六四|eight乘eight=64|eight乘eight等于64|eight乘eight得64|eightXeight=64|eightXeight等于64|eightXeight得64|eight\*eight=64|eight\*eight等于64|eight\*eight得64)",20,2
"(8*8=六四|8*8等于六四|8*8得六四|八乘八=六四|八乘八等于六四|八乘八得六四|捌X捌=64|捌X捌等于64|捌X捌得64|捌X捌=六四|捌X捌等于六四|捌X捌得六四|捌乘捌=六四|捌乘捌等于六四)",20,2
"刁斤蚲",20,1
"男娼起义",20,1
"习烬屏",30,1
"(洗♂精♂平|洗精平|嘭♂痢♂媛|嘭痢媛)",30,2
"戏精平",30,1
"吸茎平",30,1
"扒衣见君节",20,1
"(习景苹|习禁评|习晶贫|习紧品)",30,2
"習咬蛤",30,1
"台灣共和國",20,1
"戏烬平",20,1
"(習晋平|習進平|習紧平|習斤平|习今平|習今平|習劲平|習仅平|习锦平|習锦平|習津平|習瑾平|習靳平|習巾平|習浸平|习近贫|習近贫|习近品|習近品|习近拼|習近拼|习近频|習近频|习近聘|習近聘|习近嫔|習近嫔|习近姘|習近姘|习近榀|習近榀|习近颦|習近颦|习近牝|習近牝|习近蘋|習近蘋|习近玭|習近玭|习近貧|習近貧|习近嚬|習近嚬|习近穦|習近穦|習近萍|习近鲆|習近鲆|习近瓶|習近瓶|習近评|习近屏|習近屏|习近凭|習近凭|习近坪|習近坪|習近苹|习近娉|習近娉)",30,2
"袭进凹",30,1
"薄熙主西",20,1
"[Tt][Aa][Nn][Kk].{0,2}[Mm][Aa][Nn]",20,2
"(习辶丘平|習辶坵平|近平犬)",30,2
"xi进屏",30,1
"犷奠总局",20,1
"习近Pi",30,1
"64事件",20,1
"19890604",20,1
"(刁烬瓶|刁尽品|洗京瓶)",30,2
"吸茎泙",30,1
"刁禁平",20,1
"袭禁屏",30,1
"刁.{0,3}近.{0,3}平",30,2
"觋壗凴",20,1
"洗颈平",30,1
"浆则泯",20,1
"酱赜闽",20,1
"江澤罠",20,1
"酱沢茗",20,1
"席煮席",20,1
"蓆煑蓆",20,1
"(金水桥).{0,5}(自杀)",20,2
"(金水橋).{0,5}(自殺)",20,2
"(天安门).{0,5}(农药)",20,2
"(天安門).{0,5}(辳藥)",20,2
"(天安门).{0,5}(上访)",20,2
"(天安門).{0,5}(上訪)",20,2
"習慶豐",20,1
"(金正恩私生活|金三胖搞笑图片|宇宙金3胖)",20,2
"(金正恩私生活|金三胖搞笑圖片|宇宙金3胖)",20,2
"(朝鮮政治高層清洗|朝鮮傻偪|朝鮮臝女|朝鮮地獄|朝鮮高官|朝鮮高官的腐朽生活|朝鮮糜爛|金正日糜爛|朝鮮私生活|金正日私生活|朝鮮變態|朝鮮翫女人|朝鮮二號人物|金氏私生  活|金氏糜爛|金氏腐朽|金氏翫女人|金氏腐敗|金氏倒檯|玄鬆月前女友|玄鬆月不雅視頻|玄鬆月醜聞)",20,2
"(李雪主前夫|李雪主的性丑闻)",20,2
"(李雪主前伕|李雪主的性醜聞)",20,2
"(李雪主|朝鮮第壹伕人).{0,5}(錄像|失蹤|性醜聞)",30,2
"(李雪主|朝鲜第一夫人).{0,5}(性丑闻|录像|失踪)",30,2
"(金傢|金氏).{0,5}(獨裁|暴行)",30,2
"(金家|金氏).{0,5}(独裁|暴行)",30,2
"(中朝邊境).{0,5}(性交易)",30,2
"(朝鮮|金正日|金氏).{0,5}(高官|高官的腐朽生活|糜爛|私生活|變態|翫女人|二號人物|腐朽|腐敗|倒檯|無顂|流氓|譌詐)",30,2
"(朝鮮|金傢王朝|金氏政權).{0,5}(皇妹|皇子|皇帝)",20,2
"(張成澤).{0,5}(犬決|礮決)",30,2
"(玄永喆).{0,5}(礮決)",30,2
"(金氏父子).{0,5}(玄鬆月)",30,2
"(金氏父子).{0,5}(玄松月)",30,2
"(金氏政權|金傢王朝|金氏傢族).{0,5}(獨裁|專製|崩潰|滅亾|要完|覆滅|倒計時|衺噁|奢靡|荒滛|下檯)",30,2
"(金氏政权|金家王朝|金氏家族).{0,5}(独裁|专制|崩溃|灭亡|要完|覆灭|倒计时|邪恶|奢靡|荒淫|下台)",20,2
"(三胖).{0,5}(專製|崩潰|滅亾|要完|覆滅|倒計時|衺噁|醜聞)",20,2
"(金正恩|金正日|金日成).{0,5}(獨裁|暴君|犬決|礮決|私生活|被斬首|糜爛|奢靡|荒滛|下檯|養女|女兵|情人|白眼狼)",20,2
"(金正恩|金正日|金日成).{0,5}(独裁|暴君|犬决|炮决|私生活|被斩首|糜烂|奢靡|荒淫|下台|养女|女兵|情人|白眼狼)",30,2
"習禁皮",20,1
"习芹平",20,1
"習芹平",20,1
"(评近习记书总|习斤萍|习斤瓶|习斤贫)",20,2
"(評近習記書總|習觔萍|習觔缾|習觔貧)",20,2
"(刁禁憑|刁遠ping)",20,2
"习进凹",20,1
"習進凹",20,1
"吸襟评",20,1
"吸襟評",20,1
"(天安门).{0,3}(屠杀|镇压|静坐)",20,2
"(刁斤呯|刁斤乎|刁走斤平)",20,2
"(刁觔呯|刁觔乎|刁走觔平)",20,2
"(洗斤平|匀特勒)",20,2
"(洗觔平|勻特勒)",20,2
"蜥精评",20,1
"蜥精評",20,1
"(习远平|習遠平)",20,2
"(国家主习|盆立圆)",20,2
"(國傢主習|盆立圓)",20,2
"习靖苹",30,1
"習靖蘋",30,1
"(Xi緊pinG|喜金憑|囍進缾|習巾怦|洗緊蘋|希緊憑|習燼屛|習芭坪|習淨屏)",20,2
"(席近凸|席近歪|席婧瓶|席菁屏)",20,2
"(蓆近凸|蓆近歪|蓆婧缾|蓆菁屏)",20,2
"席京琕",20,1
"蓆京琕",20,1
"兮瑾贫",20,1
"兮瑾貧",20,1
"PLA.{0,3}襠衞軍",20,2
"席筋平",20,1
"蓆筋平",20,1
"习劲屏",20,1
"習勁屏",20,1
"习晋瓶",20,1
"習晉缾",20,1
"刁斤评",20,1
"刁觔評",20,1
"平近刁",20,1
"习禁讠平",20,1
"習禁訁平",20,1
"习禁频",20,1
"習禁頻",20,1
"习劲坪",20,1
"習勁坪",20,1
"習靜萍",20,1
"習精屏",20,1
"習竟平",20,1
"习经贫",20,1
"習經貧",20,1
"习大da",20,1
"習大da",20,1
"习大哒",20,1
"習大噠",20,1
"习大达",20,1
"習大達",20,1
"习尽频",30,1
"兮禁平",20,1
"习禁言平",20,1
"習禁言平",20,1
"秽精平",20,1
"穢精平",20,1
"習鯨平",20,1
"刁辶平",20,1
"刁晋平",20,1
"刁晉平",20,1
"刁远萍",20,1
"刁遠萍",20,1
"刁远瓶",20,1
"刁遠缾",20,1
"刁境瓶",20,1
"刁境缾",20,1
"刁禁苹",20,1
"刁禁蘋",20,1
"刁芹苹",20,1
"刁芹蘋",20,1
"刁晋凭",20,1
"刁晉憑",20,1
"习釿苹",20,1
"習釿蘋",20,1
"习津品",30,1
"習中燻",20,1
"习笑媛开",20,1
"習笑媛開",20,1
"Diao金瓶",20,1
"Diao金缾",20,1
"刁迈乎",20,1
"刁邁乎",20,1
"刁井平",20,1
"匀远凸",20,1
"勻遠凸",20,1
"蜥远凹",20,1
"蜥遠凹",20,1
"习J 平",20,1
"習J 平",20,1
"刁J 平",20,1
"叼近瓶",20,1
"叼近缾",20,1
"吸觔平",20,1
"(銷售|直銷|買賣|提供|齣售|訂購|賣|專賣|供應|批髮|貨到付欵|直供|提鍊|購買|求購).{0,10}(異戊巴比妥|苯乙痠|醋痠酐|地洛西泮|乙氯維諾|芬普雷司|滷沙唑崙|咪達唑崙|匹莫林|阿芬太尼|芬太尼|阿片|羥攷酮|芬美麯秦|呱啶|情蠱|美託酮|甲氧蔴黃酮|甲基甲卡西酮|佈苯丙胺|二乙基色胺|呱醋甲酯|依他喹酮|嘜可奈囙|苯環利定|迷幻蘑菇|美沙酮|恩華三唑崙|氷磚|二甲氧基安非他明|三甲氧基安非他明|巴比妥|溴西泮|奧列巴文|呱腈米特|嗎啡)",30,2
"(销售|直销|买卖|提供|出售|订购|卖|专卖|供应|批发|货到付款|直供|提炼|购买|求购).{0,10}(异戊巴比妥|苯乙酸|醋酸酐|地洛西泮|乙氯维诺|芬普雷司|卤沙唑仑|咪达唑仑|匹莫林|阿芬太尼|芬太尼|阿片|羟考酮|芬美曲秦|哌啶|情蛊|美托酮|甲氧麻黄酮|甲基甲卡西酮|布苯丙胺|二乙基色胺|哌醋甲酯|依他喹酮|唛可奈因|苯环利定|迷幻蘑菇|美沙酮|恩华三唑仑|冰砖|二甲氧基安非他明|三甲氧基安非他明|巴比妥|溴西泮|奥列巴文|哌腈米特|吗啡)",30,2
"(供应|批发|直销|销售|售|买卖|提供|出售|卖|订购|专卖|购买|提炼|直供|求购|货到付款).{0,10}(麦角酸二乙酰胺|二亚甲基双氧苯丙胺|二乙酰吗啡|杜冷丁)",20,2
"(求购|购买|提供|出售|订购|卖|专卖|直供|提炼|货到付款|供应|批发|销售|直销|售|买卖).{0,10}(GHB原液|香料精灵|倍它洛尔|苯丙胺|古可叶|甲基乙基酮|朝鲜冰|麻古配方|罂粟碱|摇头丸制作方法|脱氧麻黄碱|缅古制作技术|缅古配方|麦角酸提炼技术|缅古制作方法|咖啡碱|甲基苯丙胺制作方法|海洛因制作方法|冰毒技术|苯基甲酮|冰砖|唛可奈因|苯环利定|迷幻蘑菇|美沙酮|恩华三唑仑|硝甲西泮|植物冰|甲氧麻黄酮|甲基甲卡西酮|飞叶子燃料|冰毒提炼教程|埃托啡|情蛊|N－乙酰邻氨基苯酸)",20,2
"(销售|供应|提供|出售|订购|售|买卖|专卖|批发|直销|卖|零售|贩卖|购买|配方|转让|制作).{0,10}(氯代膦酸二乙酯|氯化氰|癸硼烷|氟乙酸甲酯|镰刀菌酮X|2-丙烯-1-醇|N,N-二甲基氨基乙腈)",20,2
"(求购|购买|提供|出售|订购|卖|专卖|直供|提炼|货到付款|供应|批发|销售|直销|售|买卖).{0,10}(去甲伪麻黄碱|去甲麻黄素|普斯普剂|尼美西泮|麦角酸|麻古|氯胺酮|氯氨酮|六氢大麻酚|力月西片|卡西酮|咖啡因|甲基苯丙胺)",20,2
"(求购|购买|提供|出售|订购|卖|专卖|直供|提炼|货到付款|供应|批发|销售|直销|售|买卖).{0,10}(季戊四醇|麻古制作技术|ghb|y 羟基丁酸|鸦片|左旋麻黄素|甲基安非他命|甲苯喹唑酮|邻氨基苯甲酸|麻果配方|相思红娘粉|云南情蛊|亚甲二氧基甲基苯丙胺|甲基苯丙胺合成方法|氯胺酮制作配方|k粉制作方法|FM2|k粉制作技术|麻古制作方法|丁丙诺啡|氟硝安定|安纳咖|摇头丸|天然可卡因|去氧麻黄素|麦角酸二乙胺|麦角胺|盐酸羟亚胺 |摇头丸配方|大麻烟|缅果|k粉|异黄樟素)",20,2
"(銷售|供應|提供|齣售|訂購|售|買賣|專賣|批髮|直銷|賣|零售|販賣|購買|配方|轉讓|製作).{0,10}(氧化鉈|三氧化二砷|砷化氫|氰化鈣|氰化鈉|硝痠汞|甲基磺酰氯|全氟異丁烯|鋨痠酐|碘化汞|三氯化砷|銀氰化鉀|碘甲烷|乙痠汞|硫痠亞鉈|氯化琥珀膽堿|苯基硫醕|紅礬鈉|二丁基氧化錫|黃麯黴素|氯化銀鉀|安樂死藥物|敵噁燐)",20,2
"(銷售|供應|提供|齣售|訂購|售|買賣|專賣|批髮|直銷|賣|零售|販賣|購買|配方|轉讓|製作).{0,10}(壹氯乙醛|丙烯醛|氯乙痠|烏頭堿|亞硝痠乙酯|氯甲痠甲酯|烯丙胺|碳痠亞鉈|馬錢子堿|亞砷痠鈉|保米燐|羰基氟|氰化物|氰化銀鉀|溴化汞|氯化汞|二氯化汞)",20,2
"(求購|購買|提供|齣售|訂購|賣|專賣|直供|提鍊|貨到付欵|供應|批髮|銷售|直銷|售|買賣).{0,10}(k粉製作技術蔴古製作方灋|丁丙諾啡|氟硝安定|安納咖|搖頭丸|天然可卡囙|去氧蔴黃素|麥角痠二乙胺|麥角胺|鹽痠羥亞胺 |搖頭丸配方|大蔴煙|緬菓|k粉|異黃樟素|黃樟油|長治筋|鹽痠羥亞胺|鹽痠蔴黃素|亞甲基二氧苯基|替馬西泮|沙菲片)",20,2
"(求购|购买|提供|出售|订购|卖|专卖|直供|提炼|货到付款|供应|批发|销售|直销|售|买卖).{0,10}(去氧麻黄碱|普拉西泮|莫达非尼|麦司卡林|伪麻黄素|麦角乙二胺|麻黄素羟亚胺|麻黄素|麻黄浸膏|麻黄碱|麻果|黎城辣面|可卡因|甲硝西泮|甲卡西酮|海洛因|海乐神)",20,2
"(求購|購買|提供|齣售|訂購|賣|專賣|直供|提鍊|貨到付欵|供應|批髮|銷售|直銷|售|買賣).{0,10}(去氧蔴黃堿|普拉西泮|莫達非尼|麥司卡林|僞蔴黃素|麥角乙二胺|蔴黃素羥亞胺|蔴黃素|蔴黃浸膏|蔴黃堿|蔴菓|黎城辢麵|可卡囙|甲硝西泮|甲卡西酮|海洛囙|海樂神)",20,2
"(求購|購買|提供|齣售|訂購|賣|專賣|直供|提鍊|貨到付欵|供應|批髮|銷售|直銷|售|買賣).{0,10}(左鏇蔴黃素LSD迷幻藥|GHB水|鬍椒基甲酮|蔴黃素|僞蔴黃堿|甲基安非他明|酣樂訢|二甲基安非他明|地西泮|苯巴比妥|安鈉咖|安非他明|ghb水|氯硝西泮|隣氯苯基環戊酮|去甲蔴黃堿|季戊四醕|蔴古製作技術|ghb|y 羥基丁痠|鵶片)",20,2
"(求购|购买|提供|出售|订购|卖|专卖|直供|提炼|货到付款|供应|批发|销售|直销|售|买卖).{0,10}(左旋麻黄素|甲基安非他命|甲苯喹唑酮|邻氨基苯甲酸|麻果配方|相思红娘粉|云南情蛊|亚甲二氧基甲基苯丙胺|甲基苯丙胺合成方法|氯胺酮制作配方|k粉制作方法|FM2)",20,2
"(求購|購買|提供|齣售|訂購|賣|專賣|直供|提鍊|貨到付欵|供應|批髮|銷售|直銷|售|買賣).{0,10}(左鏇蔴黃素|甲基安非他命|甲苯喹唑酮|隣氨基苯甲痠|蔴菓配方|相思紅孃粉|雲南情蠱|亞甲二氧基甲基苯丙胺|甲基苯丙胺郃成方灋|氯胺酮製作配方|k粉製作方灋|FM2)",20,2
"吸烬瓶",20,1
"吸燼缾",20,1
"习婧平",20,1
"習婧平",20,1
"刁中勋",20,1
"刁中勳",20,1
"席中勋",20,1
"蓆中勳",20,1
"习仲熏",20,1
"習仲燻",20,1
"刁仲熏",20,1
"刁仲燻",20,1
"仲勋刁",20,1
"仲勳刁",20,1
"仲勋习",20,1
"仲勳習",20,1
"刁維尼",20,1
"利媛不姓彭",20,1
"(?i)七斤ping",20,2
"(?i)七觔ping",20,2
"希尽萍",20,1
"希儘萍",20,1
"夕尽萍",20,1
"夕儘萍",20,1
" (支持验货|送全套配件|定货|免定金|满意付款|到付|求购|订货|当面交易|预订|买|试货付款|送货上门|付款|推荐|联系|担保交易|精选|抢购|组装|供应|出售|销售|转让|直销|订购|热卖|定购|见面交易|售|制造|自制|加工|提供|批发|专卖|货到付款|卖|制作|改装|改进|现货)[\s\S]{0,10}(牛头702|防暴枪|三箭牌|瓦尔特P99|司马AK|子弹模具|工字牌qb36|柯尔特巨蟒|cfx980|金弓|英国s410|健卫8|锡锋|M500SSB|秃鹰击锤|工字牌B34|松鼠牌单管)",20,2
"(分解|拆裝|安裝)[\s\S]{0,10}(工字牌LQB362|三箭牌AA0090|工字牌qb23)",20,2
"(支持验货|送全套配件|定货|免定金|满意付款|到付|求购|订货|当面交易|预订|买|试货付款|送货上门|付款|推荐|联系|担保交易|精选|抢购|组装|供应|出售|销售|转让|直销|订购|热卖|定购|见面交易|售|制造|自制|加工|提供|批发|专卖|货到付款|卖|制作|改装|改进|现货)[\s\S]{0,10}（弹夹|台湾加强版BabyHi）",20,2
"(支持验货|送全套配件|定货|免定金|满意付款|到付|求购|订货|当面交易|预订|买|试货付款|送货上门|付款|推荐|联系|担保交易|精选|抢购|组装|供应|出售|销售|转让|直销|订购|热卖|定购|见面交易|售|制造|自制|加工|提供|批发|专卖|货到付款|卖|制作|改装|改进|现货)[\s\S]{0,10}(金弓电狗|64式|工字QB|快排打气筒|锦江b58|山猫pcp|三棱军刺|汽步狗|猎枪弹壳|韩国AR6猎人王)",20,2
"萨[\s\S]{0,5}格[\s\S]{0,5}尔[\s\S]{0,5}王",20,2
"尊[\s\S]{0,5}包[\s\S]{0,5}讨[\s\S]{0,5}虵",20,2
"尊[\s\S]{0,5}包[\s\S]{0,5}討[\s\S]{0,5}虵",20,2
"习[\s\S]{0,3}以[\s\S]{0,3}为[\s\S]{0,3}皇",20,2
"習[\s\S]{0,3}以[\s\S]{0,3}爲[\s\S]{0,3}皇",20,2
"(?i)(大大|刁大|习大|xi大|带包|大犬|xida|辱包|乳包|太犬|犬大|犬太).{0,3}(登机|登基|登j)",20,2
"(?i)(大大|刁大|習大|xi大|帶包|大犬|xida|辱包|乳包|太犬|犬大|犬太).{0,3}(登機|登基|登j)",20,2
"刁迸平",20,1
"刁麂频",20,1
"刁麂頻",20,1
"(习鞑鞑|幕天习地|叼近乎|刃迈乎)",20,2
"(習韃韃|幙天習地|叼近乎|刃邁乎)",20,2
"pengliyuan",20,1
"ximinze",20,1
"xizhongxun",20,1
"xijingping",20,1
"(?i)(衣夫山泉|diao夫山泉|熊夫山泉)",20,2
"(?i)(衣伕山泉|diao伕山泉|熊伕山泉)",20,2
"(董瑶琼|董尧穹)",20,2
"dongyaoqiong",20,1
"謵禁評",20,1
"习\s*习\s*蛤\s*蛤",20,2
"suck紧萍",20,1
"suck緊萍",20,1
"装甲先锋邓shopping",20,1
"裝甲先鋒鄧shopping",20,1
"64天安門",20,1
"占.{0,3}领.{0,3}天.{0,3}安.{0,3}门",20,2
"佔.{0,3}領.{0,3}天.{0,3}安.{0,3}門",20,2
"尊\s*习\s*讨\s*奸",20,2
"尊\s*習\s*討\s*姦",20,2
"89天安門",20,1
"(郭嘉零倒仁|羽特勒|蜥鲸苹)",20,2
"(郭嘉零倒仁|羽特勒|蜥鯨蘋)",20,2
"(?i)(习江胡|江古月习亓|血习江胡|习卷江胡|胡家的江习猫|江湖习qi)",20,2
"(?i)(習江鬍|江古月習亓|血習江鬍|習捲江鬍|鬍傢的江習貓|江湖習qi)",20,2
"习晋萍总淑蓟",20,1
"習晉萍總淑薊",20,1
"(下載|援交|疘交|上門服務|上門援交|內射|羣交|獸交|性交|自慰).{0,5}(黃色謌麯|AV|清純學生妹|寂寞少婦|激情少婦|女優種子|迷幻藥|催情藥|催情粉|催情液|催情水|迷情水|紅櫻桃催情液|性慾復活|妓女|內幙女星豔炤)",20,2
"(供应|批发|销售|直销|售|买卖|货到付款|直供|提炼|提供|出售|订购|卖|专卖|购买|求购).{0,5}(冰砖|唛可奈因|苯环利定|迷幻蘑菇|美沙酮|恩华三唑仑|硝甲西泮|植物冰|大麻烟|缅果|GHB原液|香料精灵|倍它洛尔|苯丙胺|鸦片|左旋麻黄素|甲基安非他命|甲苯喹唑酮|邻氨基苯甲酸|麻果配方|相思红娘粉|云南情蛊|亚甲二氧基甲基苯丙胺|甲基苯丙胺合成方法|氯胺酮制作配方|k粉制作方法|FM2)",20,2
"(供應|批髮|銷售|直銷|售|買賣|貨到付欵|直供|提鍊|提供|齣售|訂購|賣|專賣|購買|求購).{0,5}(氷磚|嘜可奈囙|苯環利定|迷幻蘑菇|美沙酮|恩華三唑崙|硝甲西泮|植物氷|大蔴煙|緬菓|GHB原液|香料精靈|倍牠洛爾|苯丙胺|鵶片|左鏇蔴黃素|甲基安非他命|甲苯喹唑酮|隣氨基苯甲痠|蔴菓配方|相思紅孃粉|雲南情蠱|亞甲二氧基甲基苯丙胺|甲基苯丙胺郃成方灋|氯胺酮製作配方|k粉製作方灋|FM2)",20,2
"(供應|批髮|銷售|直銷|售|買賣|貨到付欵|直供|提鍊|提供|齣售|訂購|賣|專賣|購買|求購).{0,5}(天然可卡囙|去氧蔴黃素|麥角痠二乙胺|麥角胺|鹽痠羥亞胺|搖頭丸配方|去甲蔴黃堿|季戊四醕|蔴古製作技術|隣氯苯基環戊酮|氯硝西泮|鹽痠蔴黃堿|香港GHB粉香港ghb|天然咖啡囙|三唑崙|去甲僞蔴黃堿|去甲蔴黃素|普斯普劑|尼美西泮|麥角痠|蔴古|氯胺酮|氯氨酮|六氫大蔴酚|力月西片|卡西酮|咖啡囙|甲基苯丙胺|甲基安非他明|酣樂訢|二甲基安非他明|地西泮|苯巴比妥)",20,2
"(?i)(天氨门事件|天an门事件)",20,2
"(?i)(天氨門事件|天an門事件)",20,2
"天.{0,3}安.{0,3}门.{0,3}事.{0,3}件",20,2
"希金瓶",20,1
"希金缾",20,1
"邓撵平",20,1
"勻\s*大\s*大",20,2
"(?i)(扛|抗|kang).{0,3}(麦子|小麦|麦|稻子|200斤|两百斤).{0,3}博士",20,2
"(?i)(扛|抗|kang).{0,3}(麥子|小麥|麥|稻子|200觔|兩百觔).{0,3}愽士",20,2
"(200斤|两百斤|二百斤).{0,3}小卖",20,2
"(200觔|兩百觔|二百觔).{0,3}小賣",20,2
"负.{0,2}麦.{0,2}倒.{0,2}行",20,2
"負.{0,2}麥.{0,2}倒.{0,2}行",20,2
"袭禁瓶",20,1
"北京戒严",20,1
"刁进萍",30,1
"刁進萍",30,1
"刁静瓶",20,1
"刁靜缾",20,1
"刁脛蘋",20,1
"再教育营",20,1
"六④",20,1
"习镜贫",20,1
"習鏡貧",20,1
"习精贫",20,1
"習精貧",20,1
"习烬贫",20,1
"習燼貧",20,1
"近止平论",20,1
"近止平論",20,1
"刁迁平",20,1
"刁遷平",20,1
"中出丽媛",20,1
"中齣麗媛",20,1
"(?i)(習近平|總書記|習主蓆|習總|習書記|xijinping|習大大).{0,10}(印章|遊戲|符).{0,10}衺教",20,2
"(领导人|习).{0,10}(夹带私货|侮辱|诅咒).{0,10}(还愿|台湾|湾湾|赤烛|游戏)",20,2
"(領導人|習).{0,10}(裌帶私貨|侮辱|詛呪).{0,10}(還願|檯灣|灣灣|赤燭|遊戲)",20,2
"维尼护卫队",20,1
"維尼護衞隊",20,1
"平禁习",30,1
"平禁習",30,1
"习辶",20,1
"習辶",20,1
"習主習",20,1
